l_rate,num_hidden_neurons,weights_distr,batch_size,act_f,lambda,optimizer,k,score
0.001,"[20, 20]",gaussian,124,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2877041965517613
0.0001,"[20, 20]",gaussian,1,softplus,0.01,"('trivial', 0.0)",8,2.2877247204117603
0.01,[20],uniform,124,tanh,0.0,"('nesterov', 0.5)",8,2.28774532894354
0.0001,"[20, 20]",uniform,1,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.287747773672355
0.001,"[100, 100]",gaussian,512,relu,0.0001,"('nesterov', 0.5)",5,2.2878302835382507
0.001,"[20, 20]",uniform,124,logistic,0.01,"('trivial', 0.9)",8,2.2878522089781277
0.001,[20],uniform,124,logistic,0.001,"('trivial', 0.9)",8,2.288338633148082
0.001,[20],uniform,4,logistic,0.0,"('trivial', 0.9)",8,2.2883434847708757
0.0001,"[20, 20]",uniform,1,softplus,0.01,"('trivial', 0.0)",8,2.2883452645553986
0.001,[20],gaussian,8,tanh,0.0,"('trivial', 0.5)",8,2.288556435001687
0.001,[100],uniform,32,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2887175397941117
0.01,[20],gaussian,8,logistic,0.0,"('trivial', 0.0)",8,2.2889423839535583
0.001,[20],gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.289086997566975
0.001,"[20, 20]",uniform,8,softplus,0.01,"('trivial', 0.0)",8,2.289152850424767
0.0001,"[20, 20]",uniform,8,relu,0.0,"('trivial', 0.0)",8,2.2892751389992405
0.0005,"[200, 200]",gaussian,8,tanh,0.0001,"('nesterov', 0.9)",5,2.289487609991048
0.0005,"[150, 150]",gaussian,1,softplus,0.0001,"('trivial', 0.0)",5,2.289542507070208
0.005,"[100, 100]",gaussian,1772,tanh,0.0,"('trivial', 0.5)",5,2.2895870989337976
0.001,[20],uniform,124,logistic,0.0,"('trivial', 0.9)",8,2.2897836830757603
0.01,"[20, 20]",gaussian,32,tanh,0.0,"('trivial', 0.9)",8,2.289870090478424
0.0001,"[20, 20]",gaussian,2,softplus,0.0,"('trivial', 0.9)",8,2.290299269048884
0.001,[100],uniform,4,relu,0.0,"('nesterov', 0.5)",8,2.2903716344446083
0.001,"[150, 150]",gaussian,1772,tanh,0.0001,"('nesterov', 0.9)",5,2.290553422373337
0.001,"[100, 100]",gaussian,1772,tanh,0.0001,"('nesterov', 0.9)",5,2.290578774677582
0.0001,[20],uniform,4,tanh,0.0,"('trivial', 0.9)",8,2.29070251428121
0.001,"[200, 200]",gaussian,124,logistic,0.0001,"('nesterov', 0.9)",5,2.2907082625751363
0.0001,"[20, 20]",uniform,2,logistic,0.01,"('nesterov', 0.5)",8,2.2907628215362594
0.001,[20],gaussian,8,tanh,0.001,"('nesterov', 0.5)",8,2.290789718581433
0.0001,"[20, 20]",uniform,4,softplus,0.01,"('nesterov', 0.9)",8,2.2909466231581983
0.001,"[20, 20]",gaussian,1,logistic,0.01,"('nesterov', 0.5)",8,2.2909494994625863
0.001,[20],uniform,4,logistic,0.0,"('nesterov', 0.9)",8,2.2912485200935686
0.001,"[20, 20]",gaussian,8,softplus,0.01,"('nesterov', 0.9)",8,2.2913768633674514
0.001,[20],gaussian,124,logistic,0.0,"('trivial', 0.9)",8,2.291475286057433
0.001,"[20, 20]",gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2918183269343744
0.0001,"[20, 20]",gaussian,2,softplus,0.01,"('nesterov', 0.5)",8,2.291865757077562
0.001,[20],gaussian,4,tanh,0.0,"('trivial', 0.5)",8,2.2920263968844137
0.001,[100],gaussian,124,tanh,0.0,"('nesterov', 0.5)",8,2.292100356970717
0.001,"[20, 20]",uniform,124,tanh,0.01,"('trivial', 0.0)",8,2.2921016996629744
0.001,"[20, 20]",gaussian,124,relu,0.001,"('nesterov', 0.5)",8,2.2921683959372485
0.001,[20],gaussian,1,logistic,0.0,"('trivial', 0.5)",8,2.2922138786541457
0.0001,"[20, 20]",gaussian,1,logistic,0.01,"('trivial', 0.0)",8,2.2924240142082226
0.001,"[100, 100]",uniform,8,logistic,0.01,"('trivial', 0.5)",8,2.292636081352002
0.005,"[150, 150]",gaussian,8,tanh,0.0,"('trivial', 0.0)",5,2.2927310818177107
0.001,[20],gaussian,8,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2928480395456043
0.001,[20],uniform,4,tanh,0.01,"('trivial', 0.0)",8,2.2930684925544345
0.001,[20],uniform,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.293071376850238
0.0001,"[100, 100]",uniform,4,logistic,0.0,"('trivial', 0.5)",8,2.293103607848992
0.001,"[20, 20]",gaussian,32,logistic,0.0,"('trivial', 0.0)",8,2.293126070756025
0.001,"[20, 20]",uniform,124,softplus,0.01,"('nesterov', 0.9)",8,2.2932741057744237
0.001,"[200, 200]",gaussian,124,logistic,0.0,"('nesterov', 0.9)",5,2.293319852773565
0.001,[100],uniform,2,tanh,0.001,"('trivial', 0.5)",8,2.2933252273591056
0.005,"[100, 100]",gaussian,124,softplus,0.0,"('trivial', 0.0)",5,2.2936712115767874
0.001,"[20, 20]",gaussian,1,tanh,0.001,"('trivial', 0.0)",8,2.293793286649462
0.001,"[20, 20]",gaussian,32,softplus,0.0,"('trivial', 0.5)",8,2.294120328096768
0.001,[20],gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.294289076068958
0.001,"[20, 20]",gaussian,32,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.294347468989647
0.005,"[150, 150]",gaussian,4,tanh,0.0,"('trivial', 0.0)",5,2.294649384653733
0.001,"[20, 20]",gaussian,4,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.295245962064945
0.001,"[100, 100]",gaussian,8,logistic,0.01,"('nesterov', 0.5)",8,2.295316498493972
0.001,[20],uniform,2,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.29551715058782
0.001,[20],gaussian,124,logistic,0.0,"('nesterov', 0.9)",8,2.295781915402895
0.001,[100],gaussian,124,relu,0.001,"('trivial', 0.5)",8,2.2961988531822346
0.001,[100],gaussian,124,logistic,0.001,"('nesterov', 0.9)",8,2.296466141485776
0.001,"[100, 100]",gaussian,2,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2967070610902356
0.01,"[20, 20]",gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2968869205359446
0.001,"[20, 20]",gaussian,1,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2972322621166064
0.001,"[20, 20]",gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.2975269064754484
0.001,"[20, 20]",gaussian,4,logistic,0.01,"('trivial', 0.9)",8,2.297685478253052
0.001,[100],uniform,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2977437532724183
0.001,[20],gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.2979617219146173
0.001,[20],uniform,8,logistic,0.0,"('nesterov', 0.9)",8,2.2980119768506486
0.001,"[100, 100]",gaussian,4,logistic,0.01,"('trivial', 0.0)",8,2.29820008885239
0.001,[100],gaussian,4,tanh,0.01,"('trivial', 0.9)",8,2.2984310324791304
0.001,"[20, 20]",gaussian,2,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.2989198931408987
0.001,[100],uniform,124,relu,0.001,"('trivial', 0.5)",8,2.298936914609201
0.001,"[100, 100]",gaussian,1,logistic,0.01,"('trivial', 0.0)",8,2.2990086656221167
0.001,"[20, 20]",gaussian,8,tanh,0.001,"('nesterov', 0.9)",8,2.2991926499673747
0.0001,"[100, 100]",gaussian,4,logistic,0.0,"('nesterov', 0.5)",8,2.2994289077081764
0.001,"[20, 20]",uniform,32,softplus,0.01,"('nesterov', 0.9)",8,2.2994502709252367
0.001,"[20, 20]",uniform,8,logistic,0.01,"('trivial', 0.9)",8,2.2994600656405098
0.001,[20],gaussian,8,tanh,0.01,"('trivial', 0.5)",8,2.2995215148589585
0.001,[20],uniform,2,tanh,0.0,"('trivial', 0.0)",8,2.2997812058545355
0.001,[20],gaussian,1,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.29981616405327
0.0001,"[100, 100]",uniform,2,logistic,0.0,"('trivial', 0.0)",8,2.2998219489005574
0.001,[20],uniform,4,tanh,0.001,"('trivial', 0.5)",8,2.299984523102184
0.001,[100],gaussian,2,tanh,0.001,"('trivial', 0.5)",8,2.3000777624792343
0.01,[20],uniform,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.300218619323522
0.001,"[100, 100]",uniform,8,softplus,0.01,"('trivial', 0.0)",8,2.300327903809631
0.005,"[200, 200]",gaussian,1772,relu,0.0,"('trivial', 0.5)",5,2.300498506150027
0.001,"[20, 20]",gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3005165730210084
0.001,[20],uniform,32,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.3006335312861266
0.0001,[100],uniform,2,tanh,0.0,"('trivial', 0.9)",8,2.3008828423643606
0.001,"[100, 100]",uniform,8,logistic,0.01,"('nesterov', 0.5)",8,2.300935582393678
0.005,"[100, 100]",gaussian,1772,tanh,0.0001,"('nesterov', 0.5)",5,2.3010896084770764
0.001,[100],gaussian,4,logistic,0.0,"('nesterov', 0.9)",8,2.3013979087398018
0.01,[20],gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3016904516686933
0.0001,[100],uniform,2,tanh,0.0,"('nesterov', 0.9)",8,2.3017806257746005
0.01,[20],uniform,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3020870549678447
0.001,[100],gaussian,124,tanh,0.001,"('nesterov', 0.5)",8,2.302105616200072
0.001,"[100, 100]",uniform,124,softplus,0.01,"('nesterov', 0.9)",8,2.3021329349300297
0.001,"[20, 20]",gaussian,8,logistic,0.01,"('trivial', 0.9)",8,2.3023079067703875
0.001,[100],uniform,124,relu,0.0,"('nesterov', 0.5)",8,2.3025281848063166
0.001,[20],gaussian,1,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.302719098274832
0.01,"[20, 20]",gaussian,32,logistic,0.0,"('nesterov', 0.9)",8,2.302738309914849
0.001,"[20, 20]",uniform,32,logistic,0.0,"('trivial', 0.0)",8,2.3027483675938334
0.001,"[20, 20]",uniform,124,relu,0.01,"('trivial', 0.9)",8,2.302842442747172
0.001,"[20, 20]",uniform,8,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.3029849075651625
0.0005,"[100, 100]",gaussian,124,relu,0.0,"('trivial', 0.0)",5,2.3030296409492816
0.001,[20],uniform,2,tanh,0.01,"('trivial', 0.0)",8,2.303188873677369
0.001,"[200, 200]",gaussian,124,logistic,0.0,"('trivial', 0.9)",5,2.303212972883625
0.001,[100],uniform,124,tanh,0.0,"('nesterov', 0.5)",8,2.3032226401379745
0.001,[20],uniform,32,tanh,0.0,"('trivial', 0.9)",8,2.303412329463337
0.001,[20],uniform,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3035258524530966
0.0001,[20],uniform,1,tanh,0.01,"('trivial', 0.9)",8,2.3038253530715336
0.001,[20],gaussian,1,tanh,0.0,"('trivial', 0.0)",8,2.303861295719533
0.0001,"[20, 20]",uniform,1,softplus,0.01,"('trivial', 0.5)",8,2.3041327512001373
0.001,[20],uniform,32,tanh,0.0,"('nesterov', 0.5)",8,2.304184412662873
0.001,"[20, 20]",uniform,32,relu,0.01,"('trivial', 0.9)",8,2.304383315626831
0.0001,"[20, 20]",uniform,2,tanh,0.0,"('nesterov', 0.9)",8,2.3044439930484093
0.005,"[200, 200]",gaussian,124,logistic,0.0001,"('trivial', 0.5)",5,2.3045180954949487
0.0001,[20],uniform,1,tanh,0.01,"('trivial', 0.0)",8,2.3049129494324427
0.01,[20],gaussian,8,logistic,0.0,"('nesterov', 0.5)",8,2.3051130185164848
0.01,[20],uniform,124,logistic,0.0,"('trivial', 0.0)",8,2.3051902717620383
0.001,[20],gaussian,32,tanh,0.01,"('trivial', 0.5)",8,2.3052382584394544
0.01,"[20, 20]",gaussian,32,logistic,0.0,"('trivial', 0.9)",8,2.3053787522674503
0.001,"[100, 100]",gaussian,8,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.3053968339768467
0.005,"[150, 150]",gaussian,124,softplus,0.0,"('trivial', 0.0)",5,2.305782051304196
0.001,"[20, 20]",uniform,124,relu,0.001,"('trivial', 0.5)",8,2.3058760375983494
0.001,"[20, 20]",gaussian,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.305936812166361
0.001,"[150, 150]",gaussian,1772,tanh,0.0,"('trivial', 0.9)",5,2.3060012114739443
0.01,[20],gaussian,32,tanh,0.0,"('trivial', 0.0)",8,2.3063953061127345
0.001,[100],uniform,4,logistic,0.0,"('nesterov', 0.9)",8,2.3065166488603217
0.001,"[100, 100]",uniform,2,softplus,0.0,"('trivial', 0.0)",8,2.3070955350253874
0.001,"[150, 150]",gaussian,1772,tanh,0.0,"('nesterov', 0.9)",5,2.307102446273915
0.001,"[20, 20]",uniform,124,relu,0.01,"('trivial', 0.5)",8,2.307122215382836
0.001,"[20, 20]",gaussian,8,tanh,0.01,"('trivial', 0.9)",8,2.307267124105644
0.001,"[20, 20]",gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3073428692429467
0.0001,[20],uniform,2,tanh,0.0,"('nesterov', 0.5)",8,2.3075851198442807
0.001,"[20, 20]",gaussian,4,tanh,0.0,"('trivial', 0.5)",8,2.3077722388452875
0.005,"[150, 150]",gaussian,1772,tanh,0.0001,"('trivial', 0.5)",5,2.3078339549019047
0.0001,[20],uniform,2,tanh,0.01,"('trivial', 0.5)",8,2.307981547699234
0.01,[20],gaussian,4,logistic,0.0,"('trivial', 0.0)",8,2.3080572984780474
0.001,"[100, 100]",gaussian,124,softplus,0.01,"('trivial', 0.9)",8,2.3084984821740155
0.001,"[20, 20]",gaussian,124,relu,0.01,"('trivial', 0.5)",8,2.308537926510751
0.001,"[100, 100]",uniform,4,logistic,0.01,"('trivial', 0.0)",8,2.308543660614963
0.001,"[20, 20]",uniform,32,softplus,0.0,"('nesterov', 0.5)",8,2.308656686561735
0.001,"[150, 150]",gaussian,1772,tanh,0.0001,"('trivial', 0.9)",5,2.3090559127324917
0.005,"[200, 200]",gaussian,124,logistic,0.0,"('trivial', 0.5)",5,2.309059956890592
0.001,"[200, 200]",gaussian,124,logistic,0.0001,"('trivial', 0.9)",5,2.3091396843024494
0.001,[20],gaussian,8,tanh,0.01,"('trivial', 0.5)",8,2.309285022676854
0.0001,"[100, 100]",gaussian,4,logistic,0.0,"('trivial', 0.5)",8,2.3095835970776584
0.001,"[20, 20]",uniform,32,softplus,0.001,"('nesterov', 0.5)",8,2.3096010143068884
0.0001,[20],gaussian,2,tanh,0.01,"('trivial', 0.5)",8,2.3097038104210146
0.01,[100],uniform,4,logistic,0.0,"('trivial', 0.0)",8,2.3098089634527432
0.0001,[100],gaussian,2,tanh,0.0,"('trivial', 0.9)",8,2.3098235125127493
0.001,"[100, 100]",uniform,1,logistic,0.01,"('trivial', 0.0)",8,2.3098357754193857
0.0005,"[150, 150]",gaussian,8,logistic,0.0,"('trivial', 0.0)",5,2.309988649083893
0.001,[100],gaussian,1,tanh,0.01,"('trivial', 0.5)",8,2.310050247985013
0.001,"[100, 100]",gaussian,1772,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.31025439810639
0.001,"[100, 100]",gaussian,4,softplus,0.0001,"('trivial', 0.5)",5,2.31065226733868
0.001,"[20, 20]",uniform,32,logistic,0.01,"('trivial', 0.5)",8,2.310757454432783
0.0001,[20],gaussian,1,tanh,0.01,"('trivial', 0.9)",8,2.3108483273747487
0.0001,[20],gaussian,1,tanh,0.01,"('nesterov', 0.9)",8,2.3108490091918434
0.005,"[150, 150]",gaussian,124,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.310890401347609
0.0001,[20],uniform,2,tanh,0.0,"('trivial', 0.9)",8,2.311237908695482
0.001,"[150, 150]",gaussian,512,relu,0.0,"('nesterov', 0.5)",5,2.311262409326276
0.001,[100],gaussian,32,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3114398277509576
0.001,[20],gaussian,124,tanh,0.01,"('trivial', 0.9)",8,2.3115241556628705
0.001,"[20, 20]",gaussian,32,softplus,0.001,"('nesterov', 0.5)",8,2.311864160466788
0.005,"[100, 100]",gaussian,1772,tanh,0.0001,"('trivial', 0.5)",5,2.312017132054467
0.0001,[20],gaussian,8,tanh,0.01,"('nesterov', 0.9)",8,2.312080508482916
0.01,[100],uniform,8,logistic,0.0,"('nesterov', 0.5)",8,2.312168410185973
0.001,"[100, 100]",uniform,2,logistic,0.01,"('nesterov', 0.5)",8,2.312417096768096
0.001,[20],uniform,32,tanh,0.01,"('nesterov', 0.5)",8,2.3124559626726766
0.0005,"[150, 150]",gaussian,124,softplus,0.0,"('trivial', 0.9)",5,2.3124611424350308
0.0001,"[20, 20]",gaussian,2,softplus,0.0,"('nesterov', 0.9)",8,2.312540441607002
0.0005,"[150, 150]",gaussian,124,softplus,0.0001,"('nesterov', 0.9)",5,2.3127605686816497
0.0001,[20],gaussian,4,tanh,0.0,"('nesterov', 0.9)",8,2.3128929107650102
0.001,[20],uniform,8,tanh,0.01,"('trivial', 0.0)",8,2.3130151894239903
0.001,[20],uniform,32,tanh,0.01,"('nesterov', 0.9)",8,2.3131834825915605
0.0001,"[100, 100]",gaussian,2,logistic,0.0,"('trivial', 0.0)",8,2.3132337378362586
0.0001,[20],uniform,4,tanh,0.0,"('trivial', 0.0)",8,2.313541940634126
0.001,[100],uniform,32,softplus,0.0,"('nesterov', 0.9)",8,2.3137361225242623
0.001,"[20, 20]",gaussian,32,logistic,0.001,"('trivial', 0.0)",8,2.3138117159857625
0.001,[100],uniform,124,tanh,0.001,"('nesterov', 0.5)",8,2.3140744353449803
0.0001,[20],gaussian,4,tanh,0.01,"('trivial', 0.9)",8,2.314191371856558
0.001,[20],uniform,32,tanh,0.01,"('trivial', 0.5)",8,2.3142881255618497
0.001,"[100, 100]",gaussian,4,tanh,0.0,"('nesterov', 0.5)",5,2.314356177753325
0.0001,[20],gaussian,4,tanh,0.0,"('trivial', 0.0)",8,2.3146676972248645
0.0001,[20],uniform,4,tanh,0.0,"('nesterov', 0.5)",8,2.3146917870983192
0.001,"[20, 20]",uniform,8,softplus,0.01,"('trivial', 0.5)",8,2.314694807959581
0.001,[20],uniform,2,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.314797200800787
0.001,"[20, 20]",uniform,2,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.3149493376811034
0.0001,"[20, 20]",gaussian,4,logistic,0.01,"('trivial', 0.5)",8,2.315026291338768
0.001,"[200, 200]",gaussian,4,tanh,0.0001,"('trivial', 0.5)",5,2.315029222153365
0.0001,"[100, 100]",uniform,4,logistic,0.0,"('nesterov', 0.5)",8,2.3150508077553242
0.001,"[20, 20]",gaussian,124,relu,0.001,"('trivial', 0.5)",8,2.315087019447263
0.001,"[200, 200]",gaussian,4,tanh,0.0,"('nesterov', 0.5)",5,2.315358040860997
0.001,"[20, 20]",uniform,2,softplus,0.001,"('trivial', 0.0)",8,2.31539105528658
0.001,"[20, 20]",uniform,32,logistic,0.01,"('nesterov', 0.5)",8,2.315424186719484
0.0001,"[20, 20]",uniform,2,softplus,0.0,"('trivial', 0.9)",8,2.3155488139891007
0.0005,"[100, 100]",gaussian,124,softplus,0.0001,"('nesterov', 0.9)",5,2.31595672561418
0.001,"[100, 100]",gaussian,2,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.316085857534696
0.001,"[100, 100]",gaussian,32,softplus,0.01,"('trivial', 0.9)",8,2.3162095998461334
0.0001,"[20, 20]",gaussian,2,logistic,0.01,"('trivial', 0.0)",8,2.31638061159764
0.0001,"[20, 20]",gaussian,8,relu,0.01,"('trivial', 0.0)",8,2.3165269795615955
0.001,"[20, 20]",gaussian,32,softplus,0.001,"('trivial', 0.5)",8,2.3165428583920376
0.005,"[100, 100]",gaussian,1772,relu,0.0001,"('nesterov', 0.5)",5,2.316848784253627
0.001,[100],gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.3170337115306032
0.0005,"[150, 150]",gaussian,1,tanh,0.0,"('trivial', 0.0)",5,2.317085487833757
0.001,[20],gaussian,1,tanh,0.001,"('trivial', 0.0)",8,2.317294807933365
0.0005,"[100, 100]",gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.317650008449577
0.0001,"[20, 20]",gaussian,2,softplus,0.0,"('trivial', 0.0)",8,2.3177657118292685
0.001,[20],uniform,4,tanh,0.0,"('trivial', 0.5)",8,2.317834946078665
0.001,[20],uniform,1,tanh,0.0,"('trivial', 0.0)",8,2.317959118423082
0.001,[20],uniform,2,tanh,0.001,"('trivial', 0.5)",8,2.3186639722003184
0.001,"[200, 200]",gaussian,512,relu,0.0001,"('nesterov', 0.5)",5,2.3190155346871237
0.0001,"[20, 20]",uniform,4,softplus,0.01,"('trivial', 0.9)",8,2.3190618392463858
0.001,[20],uniform,4,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.3197155032499444
0.001,[20],uniform,1,logistic,0.0,"('nesterov', 0.5)",8,2.319862799469367
0.001,[20],uniform,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.3199391484623746
0.0001,"[20, 20]",gaussian,2,softplus,0.01,"('trivial', 0.5)",8,2.3201052529749293
0.0005,"[200, 200]",gaussian,8,tanh,0.0,"('nesterov', 0.9)",5,2.3202823424265664
0.001,"[100, 100]",gaussian,2,logistic,0.01,"('nesterov', 0.5)",8,2.3202936815960564
0.001,[100],gaussian,32,softplus,0.001,"('nesterov', 0.9)",8,2.320593495478126
0.001,"[100, 100]",gaussian,4,softplus,0.0,"('nesterov', 0.5)",5,2.32154564101863
0.0001,"[20, 20]",gaussian,2,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.321620254433361
0.001,"[20, 20]",uniform,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.321770741478502
0.001,[20],uniform,32,softplus,0.001,"('nesterov', 0.9)",8,2.321776234649118
0.0001,[20],gaussian,4,tanh,0.01,"('nesterov', 0.9)",8,2.3219483516210007
0.001,[20],uniform,1,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.3220507467905414
0.001,"[100, 100]",gaussian,32,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.322052919695256
0.001,[20],gaussian,4,tanh,0.01,"('trivial', 0.5)",8,2.322134348565271
0.001,"[200, 200]",gaussian,1772,tanh,0.0001,"('trivial', 0.9)",5,2.3221362477189817
0.001,[100],gaussian,124,tanh,0.0,"('trivial', 0.5)",8,2.3222012379278434
0.001,[100],uniform,1,tanh,0.001,"('trivial', 0.5)",8,2.3222940180374065
0.0005,"[150, 150]",gaussian,124,softplus,0.0001,"('trivial', 0.9)",5,2.322500624905637
0.001,[100],gaussian,8,tanh,0.001,"('nesterov', 0.9)",8,2.3227228762314645
0.0001,[20],uniform,1,relu,0.0,"('trivial', 0.5)",8,2.323069113545848
0.001,"[100, 100]",uniform,8,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.323692073321394
0.001,"[20, 20]",gaussian,124,softplus,0.01,"('nesterov', 0.9)",8,2.323852109410527
0.0001,"[20, 20]",uniform,4,softplus,0.0,"('trivial', 0.5)",8,2.324033515884776
0.01,[20],gaussian,124,logistic,0.0,"('trivial', 0.0)",8,2.3242354475324047
0.001,"[100, 100]",uniform,32,logistic,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.3243319977301358
0.001,[100],gaussian,1,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.324603637530317
0.001,"[100, 100]",gaussian,124,softplus,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.3246075092641285
0.001,[100],uniform,4,softplus,0.0,"('trivial', 0.5)",8,2.3246417148587484
0.001,"[100, 100]",uniform,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.324725534123355
0.001,"[100, 100]",uniform,2,logistic,0.01,"('trivial', 0.5)",8,2.324748627541988
0.005,"[100, 100]",gaussian,124,softplus,0.0001,"('trivial', 0.0)",5,2.32475111173546
0.001,"[100, 100]",uniform,124,softplus,0.01,"('trivial', 0.9)",8,2.3248909831380735
0.001,"[20, 20]",uniform,4,softplus,0.0,"('nesterov', 0.5)",8,2.324912171095144
0.001,"[100, 100]",gaussian,2,logistic,0.01,"('trivial', 0.5)",8,2.325071341628041
0.0001,[100],uniform,2,softplus,0.0,"('trivial', 0.9)",8,2.3251661592738064
0.0001,[20],gaussian,8,tanh,0.01,"('trivial', 0.9)",8,2.325595726135342
0.005,"[200, 200]",gaussian,1772,tanh,0.0001,"('trivial', 0.5)",5,2.3258956478186525
0.001,"[20, 20]",uniform,8,softplus,0.01,"('nesterov', 0.5)",8,2.326041123414627
0.001,"[100, 100]",gaussian,4,logistic,0.01,"('nesterov', 0.9)",8,2.326158518090433
0.001,"[100, 100]",uniform,8,logistic,0.01,"('trivial', 0.9)",8,2.326236987205376
0.0001,"[20, 20]",gaussian,8,logistic,0.0,"('nesterov', 0.5)",8,2.3262502311328332
0.0005,"[100, 100]",gaussian,124,relu,0.0001,"('trivial', 0.0)",5,2.3262784742876073
0.0001,"[20, 20]",uniform,8,softplus,0.01,"('nesterov', 0.9)",8,2.32633387065232
0.0001,[20],uniform,1,tanh,0.01,"('nesterov', 0.9)",8,2.3264348431183657
0.005,"[100, 100]",gaussian,512,relu,0.0001,"('trivial', 0.0)",5,2.3265005934687526
0.001,"[20, 20]",uniform,124,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.326623887314759
0.001,"[20, 20]",gaussian,124,softplus,0.01,"('trivial', 0.9)",8,2.3266334160009046
0.001,[100],uniform,1,tanh,0.01,"('nesterov', 0.5)",8,2.326727716817381
0.0001,"[20, 20]",uniform,4,logistic,0.01,"('trivial', 0.5)",8,2.3271534916754786
0.001,"[100, 100]",uniform,2,softplus,0.01,"('nesterov', 0.5)",8,2.3271797771858607
0.001,"[20, 20]",uniform,32,softplus,0.001,"('trivial', 0.5)",8,2.327225317310952
